url,type,price,currency,surface,rooms,bathrooms,yearBuilt,city,postalCode,description,terrace,terrace_area,garden,garden_area,equipped_kitchen,furnished,swimming_pool,kitchen_surface
https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbc66240,residence,80 000,EUR,75²,2,1,,erquelinnes,6560,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7861/wannebecq/vbc59815,residence,Makeofferfrom220 000,EUR,159²,3,,,wannebecq,7861,,,,,,0,,,
https://immovlan.be/en/detail/residence/for-sale/5650/walcourt/vbc45914,residence,Makeofferfrom99 000,EUR,89²,2,,,walcourt,5650,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/7110/houdeng-aimeries/vbc49149,apartment,98 000,EUR,,,1,,houdeng-aimeries,7110,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/6560/erquelinnes/vbc74798,residence,285 000,EUR,185²,3,1,,erquelinnes,6560,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbc51183,apartment,229 000,EUR,100²,2,1,,evere,1140,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/1410/waterloo/vbc44601,villa,610 000,EUR,200²,3,,,waterloo,1410,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/4470/saint-georges-sur-meuse/vbc75234,apartment,470 000,EUR,166²,3,,,saint-georges-sur-meuse,4470,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vwd12849,residence,Makeofferfrom59 000,EUR,122²,4,,,gilly,6060,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8940/wervik/rwc38486,apartment,149 000,EUR,90²,2,,,wervik,8940,,,,,,1,,,
https://immovlan.be/en/detail/duplex/for-sale/8660/de-panne/rbt41665,duplex,329 000,EUR,103²,3,,,de-panne,8660,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/6200/chatelet/vbc61899,apartment,189 000,EUR,,2,1,,chatelet,6200,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8680/koekelare/rbt26655,residence,359 000,EUR,204²,3,,,koekelare,8680,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/8432/leffinge/rbt03440,residence,249 000,EUR,121²,3,,,leffinge,8432,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/6010/couillet/vbc75085,residence,Makeofferfrom179 000,EUR,140²,5,1,,couillet,6010,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbt02313,residence,158 000,EUR,143²,2,1,,kortrijk,8500,,,,,,,,,
https://immovlan.be/en/detail/ground-floor/for-sale/7800/ath/vbc73015,ground-floor,Makeofferfrom140 000,EUR,62²,1,1,,ath,7800,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbt02925,apartment,310 000,EUR,88²,3,,,de-panne,8660,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/5190/moustier-sur-sambre/vbc78966,residence,249 000,EUR,208²,5,,,moustier-sur-sambre,5190,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/1490/court-saint-etienne/vbc69029,residence,550 000,EUR,175²,3,,,court-saint-etienne,1490,,,,1,,1,,,
https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60777,studio,56 500,EUR,28²,1,1,,ougree,4102,,,,,,,,,
https://immovlan.be/en/detail/studio/for-sale/4102/ougree/vbc60776,studio,56 500,EUR,32²,1,1,,ougree,4102,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/8900/ieper/rbj91719,residence,Makeofferfrom337 040,EUR,,3,,,ieper,8900,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/5100/jambes/vbc55980,apartment,199 000,EUR,78²,2,,,jambes,5100,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/1325/chaumont-gistoux/vbc44488,apartment,599 000,EUR,135²,2,,,chaumont-gistoux,1325,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/1060/sint-gillis/vbc70285,apartment,290 000,EUR,175²,4,,,sint-gillis,1060,,,,,,1,,,
https://immovlan.be/en/detail/ground-floor/for-sale/2530/boechout/rbt63373,ground-floor,265 000,EUR,77²,2,1,,boechout,2530,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbc82916,residence,Makeofferfrom390 000,EUR,149²,3,,,nivelles,1400,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/6700/arlon/vbc56198,residence,350 000,EUR,125²,4,,,arlon,6700,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/1325/chaumont-gistoux/vbc44078,apartment,499 000,EUR,133²,2,,,chaumont-gistoux,1325,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbt45961,apartment,174 000,EUR,79²,2,1,,roeselare,8800,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3970/leopoldsburg/rbt72890,residence,385 000,EUR,144²,3,1,,leopoldsburg,3970,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2060/antwerp/rbt72889,apartment,259 000,EUR,62²,1,1,,antwerp,2060,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/9500/geraardsbergen/rbt72886,residence,324 000,EUR,215²,3,,,geraardsbergen,9500,,,,,,0,,,
https://immovlan.be/en/detail/residence/for-sale/9060/zelzate/rbt72883,residence,475 000,EUR,280²,7,,,zelzate,9060,,,,,,,,,
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vbc91831,villa,950 000,EUR,205²,3,,,ukkel,1180,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbc91832,apartment,395 000,EUR,126²,3,,,sint-lambrechts-woluwe,1200,,,,,,1,,,
https://immovlan.be/en/detail/residence/for-sale/9968/oosteeklo/rbt72884,residence,675 000,EUR,265²,5,,,oosteeklo,9968,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbc91824,apartment,220 000,EUR,89²,1,,,anderlecht,1070,,,,,,0,,,
https://immovlan.be/en/detail/villa/for-sale/1180/ukkel/vwd13938,villa,1 550 000,EUR,335²,5,,,ukkel,1180,,,,,,1,,,
https://immovlan.be/en/detail/master-house/for-sale/1210/sint-joost-ten-node/vbc91817,master-house,895 000,EUR,404²,6,,,sint-joost-ten-node,1210,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/2800/mechelen/rbt72881,apartment,284 900,EUR,89²,2,,,mechelen,2800,,,,,,1,,,
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbc91816,apartment,640 000,EUR,150²,3,,,brussels,1000,,,,,,0,,,
https://immovlan.be/en/detail/residence/for-sale/4041/milmort/vbc91823,residence,Makeofferfrom135 000,EUR,243²,3,1,,milmort,4041,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt72877,apartment,324 500,EUR,57²,1,,,antwerp,2000,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbt72852,residence,365 000,EUR,235²,3,1,,heusden-zolder,3550,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbc91815,apartment,640 000,EUR,150²,3,,,elsene,1050,,,,,,0,,,
https://immovlan.be/en/detail/apartment/for-sale/2440/geel/rbt72856,apartment,179 000,EUR,102²,2,1,,geel,2440,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/2450/meerhout/rbt72855,residence,279 000,EUR,211²,3,2,,meerhout,2450,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/2000/antwerp/rbt72878,apartment,274 000,EUR,83²,1,,,antwerp,2000,,,,,,,,,
